Index	Sentence	Entity	Entity_Startindex	Entity_Stopindex	Entity_Info
PMC6063329_OgerInput.txtOger_out.csv:557	reported that metabolic activation of dibenzo[a,l]pyrene is catalyzed by heterologously expressed CYP1A2, albeit not as well as by human CYP1A1 or by CYP1B1, but better than by other human CYPs. 	CYP1A2	87359	87365	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6063329_OgerInput.txtOger_out.csv:557	reported that metabolic activation of dibenzo[a,l]pyrene is catalyzed by heterologously expressed CYP1A2, albeit not as well as by human CYP1A1 or by CYP1B1, but better than by other human CYPs. 	CYP1A2	87359	87365	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6063329_OgerInput.txtOger_out.csv:558	Other CYP1A2 substrates (as observed in skin or in other systems) include aflatoxin B1, aromatic amines and aromatic amides, caffeine, acetaminophen, phenacetin, imipramine, warfarin (Du et al. 	CYP1A2	87462	87468	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6063329_OgerInput.txtOger_out.csv:558	Other CYP1A2 substrates (as observed in skin or in other systems) include aflatoxin B1, aromatic amines and aromatic amides, caffeine, acetaminophen, phenacetin, imipramine, warfarin (Du et al. 	CYP1A2	87462	87468	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6082832_OgerInput.txtOger_out.csv:93	Interestingly both CYP2B4 and CYP1A2 have been shown to exist as hexamers in solution^-. 	CYP1A2	17505	17511	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6082832_OgerInput.txtOger_out.csv:93	Interestingly both CYP2B4 and CYP1A2 have been shown to exist as hexamers in solution^-. 	CYP1A2	17505	17511	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:12	Although CYP1A2 is predominantly a hepatic isoform, CYP1A2 protein has been identified in breast cancer tissues. 	CYP1A2	1798	1804	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:12	Although CYP1A2 is predominantly a hepatic isoform, CYP1A2 protein has been identified in breast cancer tissues. 	CYP1A2	1798	1804	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:12	Although CYP1A2 is predominantly a hepatic isoform, CYP1A2 protein has been identified in breast cancer tissues. 	CYP1A2	1841	1847	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:12	Although CYP1A2 is predominantly a hepatic isoform, CYP1A2 protein has been identified in breast cancer tissues. 	CYP1A2	1841	1847	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:14	The AhR nuclear translocator (ARNT) carries the AhR-ligand complex to interact with the dioxin-responsive element (DRE) of the CYP1A1, CYP1A2 and CYP1B1 genes, resulting in transcriptional induction. 	CYP1A2	2135	2141	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:14	The AhR nuclear translocator (ARNT) carries the AhR-ligand complex to interact with the dioxin-responsive element (DRE) of the CYP1A1, CYP1A2 and CYP1B1 genes, resulting in transcriptional induction. 	CYP1A2	2135	2141	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:48	In MCF-7 cells, 24-h exposure to 2 M B(a)P potently increased CYP1A1, CYP1A2 and CYP1B1 mRNA levels by 8-, 3- and 6-fold, respectively (A). 	CYP1A2	7061	7067	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:48	In MCF-7 cells, 24-h exposure to 2 M B(a)P potently increased CYP1A1, CYP1A2 and CYP1B1 mRNA levels by 8-, 3- and 6-fold, respectively (A). 	CYP1A2	7061	7067	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:50	By increasing the exposure concentration to 10 M, berberine significantly elevated the CYP1A1, CYP1A2 and CYP1B1 mRNA levels by 4-fold, 28% and 3-fold, respectively. 	CYP1A2	7336	7342	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:50	By increasing the exposure concentration to 10 M, berberine significantly elevated the CYP1A1, CYP1A2 and CYP1B1 mRNA levels by 4-fold, 28% and 3-fold, respectively. 	CYP1A2	7336	7342	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:51	Palmatine at 10 M elevated CYP1A1 and CYP1A2 mRNA levels by 2-fold, whereas CYP1B1 mRNA level remained unchanged. 	CYP1A2	7445	7451	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:51	Palmatine at 10 M elevated CYP1A1 and CYP1A2 mRNA levels by 2-fold, whereas CYP1B1 mRNA level remained unchanged. 	CYP1A2	7445	7451	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:52	Exposure to 10 M jatrorrhizine decreased CYP1A1 mRNA levels by 32% without affecting CYP1A2 or CYP1B1. 	CYP1A2	7606	7612	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:52	Exposure to 10 M jatrorrhizine decreased CYP1A1 mRNA levels by 32% without affecting CYP1A2 or CYP1B1. 	CYP1A2	7606	7612	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:54	In MB-231 cells, the CYP1A2 mRNA levels were below detectable limits. 	CYP1A2	7738	7744	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:54	In MB-231 cells, the CYP1A2 mRNA levels were below detectable limits. 	CYP1A2	7738	7744	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:100	This finding was consistent with that of a mouse study that showed that liver microsomal EROD activity was unaffected by berberine when CYP1A2 mRNA was elevated. 	CYP1A2	13771	13777	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:100	This finding was consistent with that of a mouse study that showed that liver microsomal EROD activity was unaffected by berberine when CYP1A2 mRNA was elevated. 	CYP1A2	13771	13777	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:155	The resulting cDNA was subjected to PCR amplification using primer sets for CYP1A2*1 (NM_000761.4), CYP1B1*1 (NM_000104.3) and BETA-actin (NM_001101). 	CYP1A2	20839	20845	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:155	The resulting cDNA was subjected to PCR amplification using primer sets for CYP1A2*1 (NM_000761.4), CYP1B1*1 (NM_000104.3) and BETA-actin (NM_001101). 	CYP1A2	20839	20845	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:157	The amplification of CYP1A1, CYP1A2, CYP1B1 and BETA-actin was carried out for 35, 40, 35 and 25 cycles, respectively. 	CYP1A2	21084	21090	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6150360_OgerInput.txtOger_out.csv:157	The amplification of CYP1A1, CYP1A2, CYP1B1 and BETA-actin was carried out for 35, 40, 35 and 25 cycles, respectively. 	CYP1A2	21084	21090	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:8	In this study, we investigated the drug interaction potential of two selaginellins on ten P450 isoforms (CYP1A2, 2A6, 2B6, 2C8, 2C9, 2C19, 2D6, 2E1, 2J2 and 3A) and six Uridine 5-Diphosphoglucuronosyltransferase isoforms (UGT1A1, 1A3, 1A4, 1A6, 1A9 and 2B7) using human liver microsomes and liquid chromatography-tandem mass spectrometry. 	CYP1A2	963	969	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:8	In this study, we investigated the drug interaction potential of two selaginellins on ten P450 isoforms (CYP1A2, 2A6, 2B6, 2C8, 2C9, 2C19, 2D6, 2E1, 2J2 and 3A) and six Uridine 5-Diphosphoglucuronosyltransferase isoforms (UGT1A1, 1A3, 1A4, 1A6, 1A9 and 2B7) using human liver microsomes and liquid chromatography-tandem mass spectrometry. 	CYP1A2	963	969	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:11	These two selaginellins had low inhibitory potential against CYP1A2, CYP2A6, CYP2E1, and UGT1A6 (IC50 > 25 M). 	CYP1A2	1552	1558	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:11	These two selaginellins had low inhibitory potential against CYP1A2, CYP2A6, CYP2E1, and UGT1A6 (IC50 > 25 M). 	CYP1A2	1552	1558	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:57	Phenacetin O-deethylase, coumarin 7-hydroxylase, bupropion 4-hydroxylase, amodiaquine N-deethylase, tolbutamide 4-hydroxylase, omeprazole 5-hydroxylase, dextromethorphan O-demethylase, chlorzoxazone 6-hydroxylase and midazolam 1-hydroxylase activities were determined as probe activities for CYP1A2, CYP2A6, CYP2B6, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1 and CYP3A2, respectively, using substrate cocktail incubation and tandem mass spectrometry. 	CYP1A2	9317	9323	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6151550_OgerInput.txtOger_out.csv:57	Phenacetin O-deethylase, coumarin 7-hydroxylase, bupropion 4-hydroxylase, amodiaquine N-deethylase, tolbutamide 4-hydroxylase, omeprazole 5-hydroxylase, dextromethorphan O-demethylase, chlorzoxazone 6-hydroxylase and midazolam 1-hydroxylase activities were determined as probe activities for CYP1A2, CYP2A6, CYP2B6, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1 and CYP3A2, respectively, using substrate cocktail incubation and tandem mass spectrometry. 	CYP1A2	9317	9323	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6152338_OgerInput.txtOger_out.csv:189	Prediction of the ligand effect in CYP1A2 show the inhibitory effect of 1-4; this result could be explained considering the similitude between the substrates (polar heterocyclic compounds and arylamines) of cytochrome 1A2 with the indole motif of the target molecules. 	CYP1A2	32013	32019	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6152338_OgerInput.txtOger_out.csv:189	Prediction of the ligand effect in CYP1A2 show the inhibitory effect of 1-4; this result could be explained considering the similitude between the substrates (polar heterocyclic compounds and arylamines) of cytochrome 1A2 with the indole motif of the target molecules. 	CYP1A2	32013	32019	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6164342_OgerInput.txtOger_out.csv:134	Cytochromes CYP2C19, CYP3A4, and CYP1A2 (especially CYP2C9) play a major role in the metabolism of warfarin in the human body. 	CYP1A2	20383	20389	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6164342_OgerInput.txtOger_out.csv:134	Cytochromes CYP2C19, CYP3A4, and CYP1A2 (especially CYP2C9) play a major role in the metabolism of warfarin in the human body. 	CYP1A2	20383	20389	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:47	Expression of the phase I genes CYP1A1, CYP1A2, and CYP1B1 was then quantified, using untreated samples as references. 	CYP1A2	6387	6393	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:47	Expression of the phase I genes CYP1A1, CYP1A2, and CYP1B1 was then quantified, using untreated samples as references. 	CYP1A2	6387	6393	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:60	However, contrary to skin, CYP1B1 was more upregulated than CYP1A2. 	CYP1A2	7978	7984	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:60	However, contrary to skin, CYP1B1 was more upregulated than CYP1A2. 	CYP1A2	7978	7984	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:61	Exposure to 2 MED Simulated Sunlight slightly increased expression of Cytochrome P450 genes (fold change 2.9, 1.4 and 1.8 for CYP1A1, CYP1A2, and CYP1B1, respectively), but without reaching statistical significance, contrary to skin results. 	CYP1A2	8120	8126	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:61	Exposure to 2 MED Simulated Sunlight slightly increased expression of Cytochrome P450 genes (fold change 2.9, 1.4 and 1.8 for CYP1A1, CYP1A2, and CYP1B1, respectively), but without reaching statistical significance, contrary to skin results. 	CYP1A2	8120	8126	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:64	Interestingly, the maximal level of adducts was not observed for the largest concentration investigated (5 M), but rather at 1 M. Exposure to Simulated Sunlight resulted in a very low overexpression of CYP1A1 and 1B1 by a factor of 2, but not of CYP1A2 (Supplementary Fig. 	CYP1A2	8701	8707	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:64	Interestingly, the maximal level of adducts was not observed for the largest concentration investigated (5 M), but rather at 1 M. Exposure to Simulated Sunlight resulted in a very low overexpression of CYP1A1 and 1B1 by a factor of 2, but not of CYP1A2 (Supplementary Fig. 	CYP1A2	8701	8707	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:70	Over the time period investigated, it was observed that Simulated Sunlight reduced the stimulation of gene expression induced by B[a]P of CYP1A1 and CYP1A2, particularly at 48 hours and to a lesser extent at 72 hours, regardless of the treatment protocol used (Figs  and. 	CYP1A2	9716	9722	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:70	Over the time period investigated, it was observed that Simulated Sunlight reduced the stimulation of gene expression induced by B[a]P of CYP1A1 and CYP1A2, particularly at 48 hours and to a lesser extent at 72 hours, regardless of the treatment protocol used (Figs  and. 	CYP1A2	9716	9722	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:100	Emphasis was placed on classical metabolic enzymes CYP1A1, CYP1B1, and CYP1A2 found in the skin and other organs^,. 	CYP1A2	14334	14340	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:100	Emphasis was placed on classical metabolic enzymes CYP1A1, CYP1B1, and CYP1A2 found in the skin and other organs^,. 	CYP1A2	14334	14340	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:103	In agreement with Costa et al.^, our RT-qPCR analyses unambiguously showed that exposure of human skin and NHK^, to B[a]P results in a time-dependent increase of CYP1A1, CYP1A2, and CYP1B1. 	CYP1A2	14760	14766	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:103	In agreement with Costa et al.^, our RT-qPCR analyses unambiguously showed that exposure of human skin and NHK^, to B[a]P results in a time-dependent increase of CYP1A1, CYP1A2, and CYP1B1. 	CYP1A2	14760	14766	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:106	Interestingly, induction of CYP1A2 in skin was found to be much larger than that of CYP1B1, whereas an opposite trend was found in Normal Human Keratinocytes, similar to other cell types^. 	CYP1A2	15040	15046	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:106	Interestingly, induction of CYP1A2 in skin was found to be much larger than that of CYP1B1, whereas an opposite trend was found in Normal Human Keratinocytes, similar to other cell types^. 	CYP1A2	15040	15046	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:124	Our experiments involving irradiation followed by B[a]P treatment rather showed that preliminary irradiation of skin explants strongly inhibited the induction of Phase I CYP1A1, CYP1A2, or CYP1B1 metabolism genes. 	CYP1A2	18038	18044	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:124	Our experiments involving irradiation followed by B[a]P treatment rather showed that preliminary irradiation of skin explants strongly inhibited the induction of Phase I CYP1A1, CYP1A2, or CYP1B1 metabolism genes. 	CYP1A2	18038	18044	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:220	Gene expression analysis was performed on phase I (CYP1A1, CYP1A2, Cytochrome P450 1B1, and EPHX1) and phase II (GSTA1 and GSTP1) metabolism genes. 	CYP1A2	31628	31634	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6168490_OgerInput.txtOger_out.csv:220	Gene expression analysis was performed on phase I (CYP1A1, CYP1A2, Cytochrome P450 1B1, and EPHX1) and phase II (GSTA1 and GSTP1) metabolism genes. 	CYP1A2	31628	31634	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6222669_OgerInput.txtOger_out.csv:25	The greatest contributor to the biotransformation of drugs is CYP3A4/5 (30.2%), followed by CYP2D6 (20.0%), CYP2C9 (12.8%), CYP1A2 (8.9%), and others. 	CYP1A2	3428	3434	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6222669_OgerInput.txtOger_out.csv:25	The greatest contributor to the biotransformation of drugs is CYP3A4/5 (30.2%), followed by CYP2D6 (20.0%), CYP2C9 (12.8%), CYP1A2 (8.9%), and others. 	CYP1A2	3428	3434	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6273468_OgerInput.txtOger_out.csv:30	Approximately 80% of conventional drugs are metabolized by specific enzymes (CYP1A2, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4) belonging to subfamilies, CYP1, CYP2, and CYP3. 	CYP1A2	4600	4606	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6273468_OgerInput.txtOger_out.csv:30	Approximately 80% of conventional drugs are metabolized by specific enzymes (CYP1A2, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4) belonging to subfamilies, CYP1, CYP2, and CYP3. 	CYP1A2	4600	4606	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:1	 Nanostructures of diamond, graphene oxide and graphite inhibit CYP1A2, CYP2D6 and CYP3A4 enzymes and downregulate their genes in liver cells. 	CYP1A2	64	70	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:1	 Nanostructures of diamond, graphene oxide and graphite inhibit CYP1A2, CYP2D6 and CYP3A4 enzymes and downregulate their genes in liver cells. 	CYP1A2	64	70	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:5	The objective of this study was to assess if DN, GO and GN affect three isoforms of cytochrome P450 (CYP) enzymes, namely, CYP1A2, CYP2D6 and CYP3A4, expressed in the liver. 	CYP1A2	689	695	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:5	The objective of this study was to assess if DN, GO and GN affect three isoforms of cytochrome P450 (CYP) enzymes, namely, CYP1A2, CYP2D6 and CYP3A4, expressed in the liver. 	CYP1A2	689	695	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:27	Other important isoenzymes highly engaged in drug and xenobiotic metabolism are CYP2D6 and CYP1A2. 	CYP1A2	4264	4270	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:27	Other important isoenzymes highly engaged in drug and xenobiotic metabolism are CYP2D6 and CYP1A2. 	CYP1A2	4264	4270	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:29	The CYP1A2 form is relevant not only in drug metabolism (over 10% of popular drugs) but also for polycyclic aromatic hydrocarbon (PAH) metabolism, leading to metabolic activation of procarcinogens. 	CYP1A2	4489	4495	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:29	The CYP1A2 form is relevant not only in drug metabolism (over 10% of popular drugs) but also for polycyclic aromatic hydrocarbon (PAH) metabolism, leading to metabolic activation of procarcinogens. 	CYP1A2	4489	4495	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:39	We turned our attention to other carbon nanostructures, such as diamond nanoparticles (DN), graphene oxide (GO) and graphite nanoparticles (GN), which were previously shown to be nontoxic or low toxic; however, no data are available on their potential interactions with CYP isoenzymes.,, We hypothesized that a physicochemical interaction occurs between employed carbon nanostructures and CYP1A2, CYP2D6 and CYP3A4 enzymes. 	CYP1A2	6201	6207	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:39	We turned our attention to other carbon nanostructures, such as diamond nanoparticles (DN), graphene oxide (GO) and graphite nanoparticles (GN), which were previously shown to be nontoxic or low toxic; however, no data are available on their potential interactions with CYP isoenzymes.,, We hypothesized that a physicochemical interaction occurs between employed carbon nanostructures and CYP1A2, CYP2D6 and CYP3A4 enzymes. 	CYP1A2	6201	6207	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:69	Additionally, the control Baculosomes without CYP450 expression were mixed in the same manner as the Baculosomes with CYP1A2, CYP2D6 and CYP3A4 expression. 	CYP1A2	10325	10331	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:69	Additionally, the control Baculosomes without CYP450 expression were mixed in the same manner as the Baculosomes with CYP1A2, CYP2D6 and CYP3A4 expression. 	CYP1A2	10325	10331	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:80	Known inhibitors of CYP450 enzymes were used as positive controls: miconazole for CYP1A2, quinidine for CYP2D6 and ketoconazole for CYP3A4. 	CYP1A2	11770	11776	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:80	Known inhibitors of CYP450 enzymes were used as positive controls: miconazole for CYP1A2, quinidine for CYP2D6 and ketoconazole for CYP3A4. 	CYP1A2	11770	11776	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:82	In the first step, Vivid Substrates (EOMCC for CYP1A2 and CYP2D6, BOMCC for CYP3A4) were reconstituted in anhydrous acetonitrile, and then 40 L of tested compounds (DN, GO, GN or inhibitors) or working buffer (control) was added to each well on 96-well black-bottom plate (Corning, New York, NY, USA). 	CYP1A2	12113	12119	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:82	In the first step, Vivid Substrates (EOMCC for CYP1A2 and CYP2D6, BOMCC for CYP3A4) were reconstituted in anhydrous acetonitrile, and then 40 L of tested compounds (DN, GO, GN or inhibitors) or working buffer (control) was added to each well on 96-well black-bottom plate (Corning, New York, NY, USA). 	CYP1A2	12113	12119	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:83	Then, 50 L of Master Pre-Mix consisting of Baculosomes (containing either CYP1A2, CYP2D6 or CYP3A4 isoenzyme and NADPH reductase) in working buffer and the regeneration system (consisting of glucose-6-phosphate and glucose-6- phosphate dehydrogenase) were added to each well. 	CYP1A2	12442	12448	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_375', 'CUI-less')
PMC6300366_OgerInput.txtOger_out.csv:83	Then, 50 L of Master Pre-Mix consisting of Baculosomes (containing either CYP1A2, CYP2D6 or CYP3A4 isoenzyme and NADPH reductase) in working buffer and the regeneration system (consisting of glucose-6-phosphate and glucose-6- phosphate dehydrogenase) were added to each well. 	CYP1A2	12442	12448	('Cytochromes', 'Cytochrome P-450 CYP1A2', 'NCCS', 'NCCS_374', 'CUI-less')
